1_Avg-Duration_s,1_Min-Duration_s,1_Max-Duration_s,1_Median-Duration_s,1_MainRank-Duration_s
0.009065543,0.009065543,0.009065543,0.009065543,0.009065543
0.00907768,0.00907768,0.00907768,0.00907768,0.00907768
0.009072086,0.009072086,0.009072086,0.009072086,0.009072086
0.009020867,0.009020867,0.009020867,0.009020867,0.009020867
0.009007234,0.009007234,0.009007234,0.009007234,0.009007234
0.009032707,0.009032707,0.009032707,0.009032707,0.009032707
0.009042806,0.009042806,0.009042806,0.009042806,0.009042806
0.009034206,0.009034206,0.009034206,0.009034206,0.009034206
0.009014004,0.009014004,0.009014004,0.009014004,0.009014004
0.009046833,0.009046833,0.009046833,0.009046833,0.009046833
0.009088502,0.009088502,0.009088502,0.009088502,0.009088502
0.008983049,0.008983049,0.008983049,0.008983049,0.008983049
0.009020835,0.009020835,0.009020835,0.009020835,0.009020835
0.009035919,0.009035919,0.009035919,0.009035919,0.009035919
0.009032569,0.009032569,0.009032569,0.009032569,0.009032569
0.009020948,0.009020948,0.009020948,0.009020948,0.009020948
0.009037954,0.009037954,0.009037954,0.009037954,0.009037954
0.009018192,0.009018192,0.009018192,0.009018192,0.009018192
0.008976251,0.008976251,0.008976251,0.008976251,0.008976251
0.009010535,0.009010535,0.009010535,0.009010535,0.009010535
0.009005534,0.009005534,0.009005534,0.009005534,0.009005534
0.009013217,0.009013217,0.009013217,0.009013217,0.009013217
0.009009184,0.009009184,0.009009184,0.009009184,0.009009184
0.009028836,0.009028836,0.009028836,0.009028836,0.009028836
0.009013963,0.009013963,0.009013963,0.009013963,0.009013963
0.008982155,0.008982155,0.008982155,0.008982155,0.008982155
0.00903437,0.00903437,0.00903437,0.00903437,0.00903437
0.009037534,0.009037534,0.009037534,0.009037534,0.009037534
0.009041795,0.009041795,0.009041795,0.009041795,0.009041795
0.009002588,0.009002588,0.009002588,0.009002588,0.009002588
0.008995635,0.008995635,0.008995635,0.008995635,0.008995635
0.009015493,0.009015493,0.009015493,0.009015493,0.009015493
0.008976881,0.008976881,0.008976881,0.008976881,0.008976881
0.008954743,0.008954743,0.008954743,0.008954743,0.008954743
0.009017318,0.009017318,0.009017318,0.009017318,0.009017318
0.009032116,0.009032116,0.009032116,0.009032116,0.009032116
0.008998648,0.008998648,0.008998648,0.008998648,0.008998648
0.009007693,0.009007693,0.009007693,0.009007693,0.009007693
0.008993179,0.008993179,0.008993179,0.008993179,0.008993179
0.008970078,0.008970078,0.008970078,0.008970078,0.008970078
0.008974162,0.008974162,0.008974162,0.008974162,0.008974162
0.009017288,0.009017288,0.009017288,0.009017288,0.009017288
0.009025069,0.009025069,0.009025069,0.009025069,0.009025069
0.00900971,0.00900971,0.00900971,0.00900971,0.00900971
0.00899241,0.00899241,0.00899241,0.00899241,0.00899241
0.00900305,0.00900305,0.00900305,0.00900305,0.00900305
0.00900229,0.00900229,0.00900229,0.00900229,0.00900229
0.008975111,0.008975111,0.008975111,0.008975111,0.008975111
0.009008511,0.009008511,0.009008511,0.009008511,0.009008511
0.009037653,0.009037653,0.009037653,0.009037653,0.009037653
0.009025846,0.009025846,0.009025846,0.009025846,0.009025846
0.008981773,0.008981773,0.008981773,0.008981773,0.008981773
0.008991414,0.008991414,0.008991414,0.008991414,0.008991414
0.009003929,0.009003929,0.009003929,0.009003929,0.009003929
0.008970647,0.008970647,0.008970647,0.008970647,0.008970647
0.008975968,0.008975968,0.008975968,0.008975968,0.008975968
0.008994649,0.008994649,0.008994649,0.008994649,0.008994649
0.009028504,0.009028504,0.009028504,0.009028504,0.009028504
0.008989479,0.008989479,0.008989479,0.008989479,0.008989479
0.008998429,0.008998429,0.008998429,0.008998429,0.008998429
0.00902679,0.00902679,0.00902679,0.00902679,0.00902679
0.008965266,0.008965266,0.008965266,0.008965266,0.008965266
0.008984649,0.008984649,0.008984649,0.008984649,0.008984649
0.008979738,0.008979738,0.008979738,0.008979738,0.008979738
0.008991247,0.008991247,0.008991247,0.008991247,0.008991247
0.00897773,0.00897773,0.00897773,0.00897773,0.00897773
0.008971201,0.008971201,0.008971201,0.008971201,0.008971201
0.009015455,0.009015455,0.009015455,0.009015455,0.009015455
0.009673012,0.009673012,0.009673012,0.009673012,0.009673012
0.010454753,0.010454753,0.010454753,0.010454753,0.010454753
0.009690025,0.009690025,0.009690025,0.009690025,0.009690025
0.009628666,0.009628666,0.009628666,0.009628666,0.009628666
0.009606537,0.009606537,0.009606537,0.009606537,0.009606537
0.009594794,0.009594794,0.009594794,0.009594794,0.009594794
0.009634348,0.009634348,0.009634348,0.009634348,0.009634348
0.009614945,0.009614945,0.009614945,0.009614945,0.009614945
0.009583072,0.009583072,0.009583072,0.009583072,0.009583072
0.009574594,0.009574594,0.009574594,0.009574594,0.009574594
0.009559136,0.009559136,0.009559136,0.009559136,0.009559136
0.009454735,0.009454735,0.009454735,0.009454735,0.009454735
0.009198773,0.009198773,0.009198773,0.009198773,0.009198773
0.00901326,0.00901326,0.00901326,0.00901326,0.00901326
0.008990208,0.008990208,0.008990208,0.008990208,0.008990208
0.008974072,0.008974072,0.008974072,0.008974072,0.008974072
0.008952394,0.008952394,0.008952394,0.008952394,0.008952394
0.008957153,0.008957153,0.008957153,0.008957153,0.008957153
